module output,emotion,label
 When allowed to disobey other God's commandments,worry,negative
 Who we are and what we do,empty,positive
 My prayer is in christ christ,happiness/love,positive
 From others or own pride,neutral,neutral
His inspired salvation gives us strength to avoid the clutches of lies,relief,positive
"He abused the teacher, what will happen to him now",Worry,Negative
Veer likes Neha very much,Love,Positive 
"Why does she do this, I do not understand anything right now",Anger,Negative
 My boss is so narrow that everyone is tired of working,Anger,Negative
When do you want to come,Neutral,Neutral
"Congrats result came very good, now want a party",Happiness,Positive
Hurry time is over,Worry,Negative
"Poor Rahul, we disturbed him a lot",Worry,Negative
Today we will complete the assignment,Enthusiasm,Positive
I do not like Preeti Maam's lecture at all,Hate,Negative
 Don't worry nothing will happen,Love,Positive
"Today was rubbish, please don't talk to me",Sadness,Negative
My heart just beats for you,Love,Positive
When will it all be over?,Boredom,Negative
"Give them a bowl of gold in their hands, yet they will beg",Anger,Negative
There was a time when we were also poor,Sadness,Negative
"Asking the party from the fakirs, be ashamed",Anger,Negative
Didn't mom give food for ten days,Worry,Negative
Give at least three days,Neutral,Neutral
When did you come from the village,Neutral,Neutral
Has Corona's patients increased in the village,Worry,Neutral
Don't understand anything,Boredom,Negative
Our teacher taught this topic very well,Happiness,Positive
Found someone,Neutral,Neutral
It seems that someone has come in another room,Neutral,Neutral
He is like my father,Neutral,Positive
See you at five o'clock this evening to play,Fun,Positive
We are students of Vadia College,Enthusiasm,Positive
 My sister is very mad we fight a lot,Anger,Negative
Sushant Singh Rajput was a very good student and actor,Happiness,Positive
Come let me show you the pain,Anger,Negative
It is said that God has made someone for everyone in this place.,Love,Positive
"Brother, give your address",Neutral,Neutral
What is your problem,Anger,Negative
"With life, even after life",Love,Positive
He should have come by now,Worry,Neutral
Time is changing,Neutral,Neutral
All are thieves,Hate,Negative
"This is a very difficult course, very few people can do it.",Enthusiasm,Neutral
I did not know when the time ran out,Sadness,Neutral
Do you have anything else?,Neutral,Neutral
 Books are my life,Love,Positive
Tomorrow we have reception at home so I want two days off,Neutral,Neutral
All students come to the station tomorrow morning at exactly four o'clock,Neutral,Neutral
I am very excited when our next trip will be,Enthusiasm,Positive
I am tired every day,Sadness,Negative
I got good marks in tenth,Happiness,Positive
"My mother made very delicious pudding, you come eat",Fun,Positive
"We are collecting donations for the orphanage, you will also help",Love,Positive
 The bird is sad even in the gold cage,Sadness,Negative
Today i bought two saris for mom,Happiness,Positive
You can't understand my pain,Sadness,Negative
"Yoga is going to be held on the ground today, please everyone come",Neutral,Neutral
Why didn't you come to college today are you ok,Worry,Neutral
You don't make me angry,Anger,Negative
Oh shit when did this happen,Surprise,Negative
 Do you know how to cook,Neutral,Positive
Wazir is a very good movie that everyone should see,Enthusiasm,Positive
"If there is so much trouble, why not leave it",Worry,Negative
Today was the best day I was waiting for this day,Enthusiasm,Positive
It is the most expensive thing in the world,Surprise,Neutral
I got addicted to you,Love,Positive
" If you try with all your heart, you can achieve anything in the world",Love,Positive
"No matter how many wounds are inflicted, the name of those who try is known.",Enthusiasm,Positive
Sunset is the art of God,Love,Positive
"Children are true to mind, they make mistakes",Love,Positive
I have never said this before but now I say that I do not like you at all,Hate,Negative
No one told me when all this happened,Surprise,Neutral
Messaging as soon as you get home,Worry,Neutral
"I heard you are married, congratulations to you",Happiness,Positive
Perhaps this was the best solution,Relief,Positive
Being sick at this time is also a pain,Sadness,Negative
The culprit must be punished,Anger,Negative
"How many days have you not been able to talk, how are you man",Worry,Positive
I can not bear its lecture and when is it going to end,Boredom,Negative
Why were you two fighting,Worry,Neutral
Is everything alright now,Worry,Positive
"The hostel's food was so crap, I was sick",Hate,Negative
How can you not understand this is a very easy subject,Surprise,Negative
No problem i help you,Love,Positive
Arrow hit the target,Happiness,Positive
Do not know what is going on in your mind,Neutral,Neutral
No one can understand girls,Anger,Neutral
Let's go to see the new movie,Enthusiasm,Positive
Love to eat,Love,Positive
Unfortunately my father passed away,Sadness,Negative
